MONTH,YEAR,AIRLINE_CODE,FL_NUMBER,ORIGIN,DEST,SCHEDULED_DEPARTURE,DEP_DELAY,SCHEDULED_ARRIVAL_TIME,ARR_DELAY,CANCELLED,DISTANCE
9,21,OH,5239,CLT,VPS,1315,-5,1401,-13,0,460
5,19,YX,5893,DCA,LGA,1359,-1,1531,-8,0,214
8,20,NK,212,STT,FLL,1430,10,1724,4,0,1107
4,22,DL,678,IAH,LAX,700,-3,845,-5,0,1379
5,22,OO,6252,LAX,OKC,811,-3,1311,-14,0,1187
11,20,YX,5728,IND,DTW,1759,-6,1917,-17,0,231
11,19,AA,641,ILM,CLT,639,-3,756,-21,0,185
11,22,WN,984,LAX,LAS,1850,1,2000,-11,0,236
8,20,DL,448,JFK,ATL,1458,1,1725,-11,0,760
9,22,WN,1704,MDW,STL,1750,2,1855,-2,0,251
6,22,NK,220,MCO,MYR,1417,-6,1552,7,0,388
3,22,B6,351,BOS,MCO,1425,-5,1746,-9,0,1121
3,21,9E,4684,CRW,ATL,700,-1,843,-25,0,363
6,19,AA,598,LGA,CLT,1300,-1,1512,-26,0,544
4,23,AA,832,PHL,MIA,600,-7,854,-17,0,1013
3,23,AA,695,MIA,DFW,1732,44,1955,38,0,1121
2,23,WN,914,LAS,SJC,1850,6,2020,-13,0,386
9,22,DL,1268,MIA,SLC,630,-11,930,-21,0,2088
5,22,OO,3258,YUM,PHX,1830,-10,1925,0,0,160
12,20,DL,878,SLC,CLT,1740,-3,2317,-11,0,1727
3,19,WN,2019,LAX,TUS,1455,-4,1720,-15,0,451
11,21,DL,2141,ATL,RDU,2125,0,2245,-11,0,356
8,22,UA,1545,DEN,LGA,745,-7,1329,-23,0,1620
8,19,OO,5688,DEN,BOI,1545,7,1755,-4,0,649
9,22,HA,179,OGG,HNL,2000,-8,2045,-8,0,100
10,21,WN,668,TPA,MKE,1525,1,1710,-7,0,1075
3,22,OO,5520,DEN,PSC,1126,,1311,,1,852
4,21,WN,444,SAN,BNA,1220,-3,1810,-27,0,1751
3,21,YX,4717,EYW,PHL,1250,67,1553,65,0,1121
7,19,DL,2373,ATL,MIA,1259,5,1458,-1,0,594
10,19,WN,2225,SEA,DEN,1945,-6,2320,-24,0,1024
2,19,YV,5868,PHX,AMA,1944,2,2228,12,0,602
6,19,9E,3361,MCI,CVG,1135,-2,1420,-8,0,539
10,20,OO,3181,CID,DFW,1124,15,1332,8,0,685
1,20,G4,1847,PGD,IND,1046,-11,1313,-13,0,916
1,23,UA,2282,ORD,OMA,2030,-2,2209,5,0,416
5,23,DL,1600,RSW,CVG,1700,13,1929,4,0,879
12,19,NK,500,IAH,ORD,2000,-2,2232,-5,0,925
5,21,YX,4699,LGA,CMH,1915,-8,2100,-13,0,479
8,23,YX,3427,EWR,CMH,1600,0,1755,-11,0,463
2,21,B6,1505,EWR,FLL,630,-1,919,9,0,1065
4,19,OH,5253,CLT,BHM,954,37,1034,69,0,350
8,19,MQ,3911,FAY,CLT,913,6,1034,14,0,118
7,22,HA,183,HNL,LIH,910,-7,952,-9,0,102
4,19,YX,5976,BOS,LGA,1400,-6,1524,12,0,184
5,23,WN,2949,BNA,DEN,1700,38,1905,49,0,1014
2,19,AA,656,MSY,CLT,1624,-1,1919,1,0,651
7,23,AA,2687,PHL,RDU,1546,-3,1714,18,0,337
10,20,AA,2497,RSW,PHL,1226,-8,1505,-14,0,993
7,23,WN,491,DEN,JAX,1145,-1,1705,-13,0,1447
9,21,WN,1363,BNA,RDU,1910,53,2140,42,0,442
6,19,WN,2116,ONT,LAS,1420,2,1525,-13,0,197
10,21,OO,5459,IAH,COS,1635,9,1809,0,0,809
1,19,AS,874,OGG,SEA,2135,-3,515,-21,0,2640
6,19,OO,3668,IDA,SLC,1242,1,1345,-6,0,188
3,20,MQ,3545,CLL,DFW,1825,-13,1928,-10,0,164
9,19,OO,3598,MDW,MSP,615,118,755,108,0,349
12,20,9E,5255,ATL,LIT,2050,-4,2129,-16,0,453
11,21,NK,1308,FLL,BWI,729,-7,1000,-17,0,925
4,19,G4,575,PSC,AZA,1619,10,1847,7,0,977
3,21,DL,2097,CVG,ATL,1113,9,1238,19,0,373
5,21,OH,5246,MSY,CLT,1100,-9,1406,-7,0,651
9,22,OO,4935,DFW,DRT,1900,-5,2027,-6,0,335
5,21,9E,5020,LGA,CLE,835,-4,1022,-22,0,419
9,19,G4,144,PSC,LAS,1851,0,2056,3,0,732
3,21,OO,3232,SBN,DFW,720,7,911,-6,0,846
3,23,UA,374,ATL,EWR,1713,25,1930,18,0,746
2,22,AS,61,JNU,YAK,1025,20,1127,35,0,198
4,22,NK,3173,MIA,LGA,1950,250,2251,221,0,1096
7,23,AS,1454,PDX,SEA,630,-9,729,-17,0,129
2,21,AA,575,PHX,ORD,1945,1,19,-6,0,1440
9,21,HA,546,HNL,OGG,1945,-12,2027,-14,0,100
1,20,UA,1285,FAT,ORD,2312,28,513,-2,0,1730
1,23,WN,790,STL,DCA,2005,12,2300,21,0,719
5,22,G4,838,LAX,DSM,844,5,1404,-4,0,1447
4,23,WN,5203,MEM,ATL,1845,32,2100,28,0,332
4,23,UA,703,DEN,BIL,1131,-11,1302,-17,0,455
7,20,G4,2461,AZA,DSM,1459,14,1941,9,0,1137
4,23,WN,3733,MEM,HOU,600,-7,740,-16,0,484
3,19,AA,1845,PHL,FLL,1050,-8,1346,-13,0,992
4,22,OH,5087,CLE,CLT,1659,-6,1843,-14,0,430
5,21,MQ,4322,DRT,DFW,610,-10,737,-1,0,335
1,23,WN,2873,HOU,PHX,605,-5,805,-16,0,1020
7,23,AA,1352,AUS,MIA,1123,21,1519,55,0,1103
6,21,YX,3437,DFW,IAD,1240,-5,1645,31,0,1172
7,23,NK,1527,MSY,FLL,1920,67,2217,60,0,674
12,20,AA,678,MIA,BDL,2105,-5,2359,-13,0,1194
9,20,MQ,4208,DFW,LFT,845,-8,1011,-22,0,351
9,22,UA,2063,LAX,ORD,530,-9,1142,-9,0,1744
3,23,DL,1328,MIA,ATL,1940,123,2150,117,0,594
6,20,WN,1005,LIT,STL,700,0,805,16,0,296
12,19,9E,5414,ORD,CVG,1230,-3,1451,22,0,264
4,21,MQ,4362,DFW,STL,1455,43,1641,27,0,550
11,22,WN,1740,ONT,OAK,600,-5,725,9,0,362
12,19,OH,5568,DCA,ORF,1930,13,2024,8,0,142
5,20,OO,5245,COD,DEN,1530,-8,1703,-31,0,391
7,20,AA,1449,GRR,DFW,1530,-3,1657,-12,0,931
10,22,OO,3229,ASE,DFW,1025,5,1335,15,0,701
10,19,DL,946,ATL,MSN,1639,-4,1747,-15,0,707
2,20,WN,547,BNA,TPA,2035,-6,2325,-20,0,612
8,21,DL,1474,MCO,BOS,1759,-5,2107,-25,0,1121
11,19,WN,833,BUF,BWI,535,-1,655,-8,0,281
1,22,YX,4511,OMA,LGA,710,-2,1112,2,0,1148
5,22,AA,1649,MCO,CLT,1350,-8,1534,6,0,468
6,23,MQ,3930,TVC,ORD,1225,11,1242,9,0,224
7,19,OO,4797,RAP,MSP,1233,-4,1513,-15,0,489
5,21,NK,3030,ORD,MYR,1240,-3,1545,-16,0,753
1,22,AA,533,LAX,CLT,2345,-7,716,-32,0,2125
1,23,UA,2615,ORD,DCA,1700,1,1952,10,0,612
5,22,NK,1679,LAS,IAH,1940,-4,40,-13,0,1222
3,19,AA,2651,PHX,JFK,2318,-1,702,9,0,2153
12,20,NK,671,PDX,LAS,1350,89,1554,86,0,763
8,21,WN,1934,ATL,CMH,840,-4,1020,-12,0,447
1,21,MQ,3394,ICT,DFW,1747,31,1920,26,0,328
2,20,HA,276,HNL,OGG,1230,-1,1314,-4,0,100
2,21,OO,3507,LAS,LAX,1230,-5,1346,-14,0,236
3,20,WN,3533,FLL,MCI,2235,0,55,-2,0,1242
7,19,EV,4433,IAH,LIT,1645,19,1812,27,0,374
1,23,DL,1150,MCO,ATL,1820,-4,2003,-8,0,404
1,20,F9,2415,PHX,SAN,937,-9,955,-19,0,304
9,20,YX,4345,IND,PHL,807,-8,959,-5,0,588
11,22,WN,2628,SAN,LAS,950,17,1110,8,0,258
6,23,NK,424,SLC,LAS,2035,0,2106,-12,0,368
2,19,WN,309,OAK,DEN,945,0,1315,-9,0,957
6,22,DL,999,PDX,LAX,2024,-5,2255,-25,0,834
12,19,9E,4819,ATL,HSV,850,-4,850,-12,0,151
11,21,9E,4938,DTW,CHA,2110,-4,2255,-1,0,505
5,23,WN,543,SJU,MCO,605,-3,925,-6,0,1189
8,22,DL,1626,RDU,MSP,1130,133,1311,121,0,980
3,19,YX,5944,LGA,DCA,1659,61,1827,70,0,214
6,22,9E,4666,DTW,LEX,2110,-5,2228,-3,0,296
8,22,DL,1192,MSP,MCO,1555,-5,2016,-11,0,1310
8,22,WN,2418,ALB,BWI,1525,2,1645,16,0,289
12,19,WN,3231,DAL,MCI,745,-2,920,-13,0,461
10,19,WN,207,SJC,BNA,1325,-1,1935,-2,0,1947
6,23,WN,2118,PHX,DAL,1750,12,2210,-10,0,879
3,19,UA,370,DEN,AUS,755,38,1102,28,0,775
10,20,AA,1279,SRQ,DFW,1437,-4,1624,-11,0,945
4,19,WN,522,STL,PHX,1920,-1,2040,0,0,1262
2,19,OH,5413,DCA,STL,2000,99,2128,109,0,719
3,22,OH,5391,OAJ,CLT,658,-5,820,-8,0,191
7,19,UA,1792,DFW,EWR,800,-5,1229,-10,0,1372
6,22,WN,4625,BUR,SJC,740,-4,850,-11,0,296
12,22,DL,2799,ATL,JAN,2244,-3,2309,0,0,341
10,21,G4,779,CVG,SRQ,1100,-4,1306,-4,0,812
5,23,YX,3540,MHT,EWR,608,-6,741,-13,0,209
9,19,WN,1197,SAN,SJC,910,-5,1040,-16,0,417
3,20,UA,205,GRR,ORD,636,,644,,1,137
2,19,MQ,3803,LGA,RDU,629,-4,812,-15,0,431
6,22,WN,1430,LAS,SMF,1530,14,1705,2,0,397
3,23,WN,1391,OAK,BUR,1145,-1,1255,-9,0,325
8,22,AA,115,HNL,DFW,2034,-2,850,-1,0,3784
12,22,OO,3554,TUL,SLC,1802,37,1947,54,0,926
12,22,DL,1496,RDU,ATL,830,2,1007,-15,0,356
3,20,DL,3053,SYR,ATL,1229,-4,1455,-21,0,794
11,19,9E,5298,GSO,DTW,1737,-5,1923,-10,0,460
3,23,DL,2061,CVG,DTW,605,-12,716,0,0,229
12,22,WN,1888,DSM,STL,550,,710,,1,259
2,23,WN,642,MSY,STL,750,3,935,-16,0,604
11,20,WN,6112,MDW,CHS,1635,30,1935,18,0,745
3,22,AA,2800,ORD,PHX,500,-2,647,-4,0,1440
11,21,DL,2085,PHX,MSP,1446,-3,1849,-7,0,1276
2,22,AA,119,DFW,OGG,1205,-2,1619,-10,0,3711
11,22,WN,1431,MDW,TPA,505,6,845,-3,0,997
12,22,WN,1001,SMF,SEA,1920,10,2120,-1,0,605
7,20,WN,816,OAK,LAX,1925,-10,2050,-30,0,337
1,19,DL,1351,PHL,ATL,1307,0,1516,-13,0,666
6,23,AS,105,ANC,ADQ,710,-10,810,-16,0,253
7,23,WN,616,BNA,MDW,725,-1,900,-5,0,395
6,19,AA,2112,DFW,LAX,600,3,709,3,0,1235
12,21,UA,2196,AUS,IAH,1000,-7,1103,-22,0,140
4,22,WN,1664,MDW,AUS,1015,30,1300,30,0,972
11,19,AS,183,SEA,ANC,2330,9,215,10,0,1448
5,19,WN,1819,MDW,PHL,815,10,1110,-2,0,668
4,21,AA,1979,PHL,MCO,710,-4,944,-20,0,861
6,22,WN,2866,LAS,TUS,1235,0,1400,0,0,365
11,20,UA,1492,SNA,IAH,1310,-15,1814,-32,0,1346
7,21,MQ,3858,PWM,MIA,1425,-1,1755,-13,0,1353
2,20,AA,2758,DFW,SAN,1700,1,1818,-12,0,1171
5,23,UA,464,DEN,BUR,1913,49,2043,44,0,850
9,19,DL,2014,SYR,ATL,600,30,818,16,0,794
8,19,AA,2785,LAX,LAS,2059,-3,2212,-4,0,236
7,23,OO,3920,MGM,ATL,604,17,810,3,0,147
9,19,9E,3282,BOS,PHL,1740,-8,1938,-49,0,280
4,20,AA,883,PHX,ORD,1405,,1937,,1,1440
4,23,DL,2998,SLC,GEG,1545,13,1635,7,0,546
6,21,UA,2022,SJU,IAD,1230,20,1633,27,0,1571
5,21,WN,1632,DAL,SLC,910,1,1055,-12,0,999
6,21,OO,4654,ATL,DEN,1335,-6,1455,-26,0,1199
7,21,NK,1520,FLL,EWR,915,29,1217,15,0,1065
12,21,AA,2813,JFK,AUS,759,-3,1122,-29,0,1521
7,19,OO,4119,MSP,ATW,1024,14,1139,-3,0,236
1,21,OO,3552,MCI,MSP,1041,51,1208,39,0,393
9,21,AA,1356,SLC,DFW,1007,3,1339,25,0,989
12,20,OH,5150,BTV,CLT,713,-6,1000,-17,0,761
7,23,YX,3588,EWR,PVD,1347,-2,1453,-9,0,160
4,23,OH,5306,CLT,BNA,712,-3,745,-7,0,328
9,21,WN,5777,HOU,SNA,1035,2,1200,-21,0,1357
8,22,DL,1263,DTW,SLC,1630,7,1820,-3,0,1481
8,23,WN,2937,STL,TPA,600,-3,910,-7,0,869
1,19,AS,302,SFO,RDU,945,16,1743,18,0,2400
9,21,OO,4246,LNK,MSP,1300,-12,1427,-28,0,331
6,19,MQ,4024,SGF,ORD,604,2,745,-7,0,438
7,21,WN,4328,MDW,LAS,515,-2,655,-1,0,1521
4,23,OH,5355,TYS,DCA,1111,-2,1250,-8,0,437
12,21,UA,1763,ORD,EGE,900,0,1100,-6,0,1007
3,19,MQ,3786,ORD,LIT,955,34,1148,29,0,552
12,22,WN,1154,SAT,TPA,520,25,840,25,0,972
8,21,DL,2066,AUS,MSP,1708,-6,2000,-24,0,1042
9,20,OO,5876,FAT,SFO,815,-4,910,-18,0,158
7,20,G4,934,MEM,PIE,1358,17,1647,7,0,653
10,19,UA,2120,EWR,FLL,1135,-2,1435,19,0,1065
3,19,DL,1908,LGA,DTW,2045,-9,2258,-34,0,502
4,20,DL,1089,DTW,STL,1545,,1626,,1,440
3,20,AA,2036,LGA,CLT,926,-9,1149,-45,0,544
5,22,DL,2801,SLC,IDA,1130,-5,1235,-12,0,188
2,19,AA,1822,PHL,CLT,1511,-1,1705,-13,0,449
9,22,MQ,4066,DFW,SBP,1028,-2,1204,-1,0,1360
1,23,HA,51,JFK,HNL,1000,-2,1605,55,0,4983
6,20,WN,1490,MDW,SAN,915,-3,1135,-26,0,1728
2,19,WN,3338,MCI,STL,1650,15,1750,6,0,237
4,19,WN,979,SAN,PHX,1910,-2,2020,-9,0,304
8,19,WN,2316,OAK,LAS,800,2,935,-7,0,407
8,23,DL,352,SFO,JFK,720,3,1619,-46,0,2586
6,20,AA,563,PHL,CLT,654,-4,839,-19,0,449
1,19,WN,165,OAK,BUR,1740,-4,1855,-15,0,325
2,19,B6,2184,RDU,BOS,903,19,1051,14,0,612
4,19,AA,2139,BOS,DCA,1200,-2,1342,-20,0,399
5,21,AA,2912,TPA,CLT,1150,-8,1339,3,0,507
8,21,AA,1506,DFW,IND,728,,1041,,1,761
7,23,UA,2123,AUS,SFO,600,-2,743,-11,0,1504
5,20,OO,5118,SHD,ORD,940,-20,1045,2,0,541
7,23,DL,685,JFK,LAX,1005,0,1257,-22,0,2475
5,19,OH,5615,CLT,AVL,1750,0,1844,-9,0,91
7,21,AA,998,ORD,EGE,900,0,1054,-14,0,1007
7,22,YX,3639,EWR,CMH,950,24,1154,11,0,463
11,20,YX,3432,SAV,EWR,1415,-9,1626,-31,0,708
12,21,DL,2588,ATL,TLH,1650,-3,1751,-10,0,223
6,22,OO,3467,SFO,LAX,1330,-3,1457,7,0,337
12,22,OO,5229,SAV,ORD,1246,12,1422,0,0,773
9,20,OO,5672,ORD,PHX,1400,-5,1606,-39,0,1440
4,22,9E,5244,ORD,JFK,1440,-3,1756,-18,0,740
6,23,DL,2509,MSY,DTW,1845,-12,2220,-25,0,926
8,21,DL,2187,MSP,JAC,1840,-4,2011,-11,0,872
7,23,OH,5460,LAN,DCA,1936,-14,2115,-22,0,479
3,20,DL,2632,DTW,MSY,1545,-6,1725,-28,0,926
4,20,EV,4361,MCI,ORD,1300,-10,1436,-23,0,403
2,19,G4,318,LAX,SGF,1330,-9,1841,-32,0,1423
3,23,9E,4664,ATL,TYS,1935,-3,2033,-12,0,152
8,22,AA,1653,CLT,BNA,1130,-7,1200,-2,0,328
4,21,B6,1975,RDU,TPA,955,-15,1151,-22,0,587
10,20,OO,5696,MSP,SFO,1520,-6,1740,7,0,1589
1,23,UA,2092,EWR,JAC,950,-10,1251,-25,0,1874
10,19,DL,1379,ATL,BHM,1102,-1,1055,-9,0,134
3,19,MQ,3982,MFE,DFW,747,-9,930,-18,0,469
3,22,WN,2181,PHX,TUL,1230,21,1640,26,0,935
7,23,WN,1287,AUS,HRL,1630,36,1735,27,0,273
6,21,F9,129,SJU,ORD,725,0,1152,-7,0,2072
11,19,YV,6160,IAH,GSP,1945,14,2259,1,0,837
8,19,WN,3541,ATL,RIC,1925,1,2055,-4,0,481
8,19,DL,1591,BHM,ATL,1004,-8,1209,-22,0,134
3,22,AA,2911,MIA,AUS,2125,-5,2350,-29,0,1103
7,20,DL,721,SMF,SLC,1041,-2,1312,0,0,532
3,22,WN,4190,DEN,BNA,530,1,910,-17,0,1014
1,20,YX,4536,MIA,PIT,1437,-6,1721,-19,0,1013
2,23,OO,4763,IAH,SLC,1456,2,1730,-21,0,1195
3,19,WN,2587,DAL,LAS,1125,27,1220,20,0,1067
11,19,WN,2367,AUS,HOU,845,-2,945,-13,0,148
5,20,WN,362,CHS,MDW,610,,720,,1,745
4,22,WN,519,MDW,SLC,820,0,1045,-6,0,1259
6,22,OH,5557,CLT,FAY,1255,-4,1348,-9,0,118
1,23,WN,1160,LAX,RNO,700,-2,830,-1,0,391
10,21,AA,1457,LGA,MIA,1845,14,2203,11,0,1096
2,21,DL,1550,JAX,ATL,1322,-7,1440,-9,0,270
9,21,OH,5501,CLT,SAV,1821,-6,1931,-20,0,213
6,21,WN,5575,OAK,HNL,720,-1,950,-15,0,2409
8,19,WN,2139,LAX,SJC,2055,7,2200,-1,0,308
3,21,9E,5109,ROC,JFK,701,-6,830,-30,0,264
6,21,YV,6105,LGA,IAH,1545,25,1838,7,0,1416
8,21,MQ,4196,CHS,DFW,1143,-3,1334,-4,0,987
6,19,OO,3455,BUR,PDX,700,34,920,14,0,817
12,21,UA,1933,EWR,DCA,1500,,1617,,1,199
5,22,WN,297,BWI,SDF,810,-1,955,-5,0,495
1,23,UA,242,ORD,MSY,1955,-2,2231,-15,0,837
2,20,DL,1134,ATL,PBI,825,-4,1010,-11,0,545
3,19,UA,2325,SFO,LAS,600,-6,737,-12,0,414
10,19,YX,4375,MSY,DCA,541,-4,920,-9,0,969
7,20,OO,5226,ASE,SFO,1430,-14,1600,-36,0,848
2,19,EV,4103,LEX,IAD,1448,-7,1621,-30,0,392
12,20,UA,396,PHL,DEN,800,-9,1010,-11,0,1558
11,22,AS,1373,LAX,PDX,1400,-5,1630,-10,0,834
12,22,AA,2064,SYR,CLT,1150,0,1409,-13,0,603
12,19,WN,3166,GSP,ATL,1735,74,1850,89,0,153
11,22,OO,5057,DEN,LBF,1600,-2,1801,-12,0,228
3,19,UA,1747,SAN,ORD,1622,-4,2227,-6,0,1723
12,20,UA,709,PHX,DEN,1648,-10,1826,2,0,602
6,19,YV,6030,ATL,IAH,1550,206,1714,191,0,689
5,20,WN,1254,LAX,RNO,1335,-7,1455,-14,0,391
9,21,HA,46,OGG,SJC,1355,4,2155,-3,0,2355
11,19,WN,2496,STL,MCI,2120,-7,2225,-14,0,237
3,20,AA,1351,TPA,DFW,1132,-5,1325,-3,0,929
5,23,AA,1551,DFW,ORD,1656,-3,1920,11,0,802
10,19,OO,3265,FAT,PHX,1628,-3,1809,0,0,493
12,21,HA,346,HNL,OGG,1440,10,1525,13,0,100
10,19,WN,1748,DEN,LBB,1930,7,2150,0,0,456
4,22,DL,518,SEA,BOS,745,2,1603,-14,0,2496
7,19,OO,3172,ORD,COU,2045,12,2208,15,0,315
5,19,UA,2203,IAH,CLE,1622,1,2004,-12,0,1091
5,23,WN,900,HOU,SAT,2135,14,2235,-1,0,192
10,19,WN,207,BNA,DEN,2025,-6,2215,1,0,1014
7,20,DL,1216,SLC,DTW,1758,-2,2319,-11,0,1481
8,20,AA,2593,CAE,DFW,1424,-1,1552,4,0,922
11,21,WN,2398,DEN,ONT,2140,49,2305,33,0,819
8,20,OO,3836,MSP,SAT,900,-4,1154,-5,0,1097
2,22,WN,1975,DAL,SAT,1425,8,1535,-1,0,247
1,22,DL,2106,CHS,ATL,1629,-7,1749,-22,0,259
12,20,NK,292,SEA,LAS,1512,4,1735,-5,0,867
5,22,UA,293,CLE,DEN,850,360,1010,341,0,1201
9,20,F9,802,MCO,TTN,900,-9,1137,2,0,896
4,22,OO,4265,MSP,BRD,2140,-3,2225,-14,0,114
6,19,EV,4454,HSV,IAH,1232,-7,1430,-6,0,595
12,22,AA,415,AUS,DFW,1000,5,1108,0,0,190
7,22,NK,124,RSW,ORD,1130,-10,1345,-34,0,1120
12,21,AA,2092,CLT,MCO,2243,-3,32,-15,0,468
4,21,YV,5786,HOU,DFW,630,-7,749,49,0,247
5,22,HA,194,LIH,HNL,1050,0,1125,2,0,102
7,19,9E,3441,SGF,ATL,1325,8,1611,33,0,563
5,19,UA,1059,SJC,ORD,700,-7,1311,-6,0,1829
3,20,WN,2735,LAS,SAN,1525,,1640,,1,258
5,22,MQ,4160,ORD,BNA,837,-3,1005,-6,0,409
4,22,DL,2612,LEX,ATL,700,-4,838,-16,0,304
7,23,WN,951,DAL,DEN,2100,9,2200,72,0,651
7,21,9E,4859,FAY,ATL,601,-4,724,-11,0,331
11,19,DL,609,ATL,SEA,810,11,1045,22,0,2182
7,22,WN,834,ABQ,DAL,920,3,1205,4,0,580
10,19,OO,4173,ROC,DTW,945,3,1109,-10,0,296
6,22,B6,671,ORH,JFK,728,-10,830,-22,0,150
3,23,B6,719,BOS,TPA,1658,88,2020,66,0,1185
5,21,WN,1955,CLT,BNA,1435,2,1500,-6,0,328
7,20,MQ,3620,GRK,DFW,1835,11,1929,18,0,134
12,21,WN,3491,DCA,BNA,1710,-5,1810,-18,0,562
7,21,OO,3823,DTW,CLE,835,-4,927,-5,0,95
8,19,OO,5480,ORD,LIT,825,-9,1025,-22,0,552
3,20,G4,303,EUG,LAX,931,-16,1134,-19,0,748
11,22,DL,2574,ATL,RIC,2246,-3,20,-18,0,481
11,21,AA,1837,CLT,RIC,900,11,1010,7,0,257
9,21,9E,4946,MDT,DTW,1330,1,1501,14,0,371
12,21,WN,4250,ATL,IND,900,-4,1035,-13,0,432
5,22,B6,2520,MSY,LGA,1250,0,1646,-5,0,1183
10,22,DL,1617,DEN,MSP,1059,1,1348,-4,0,680
8,20,DL,350,MSP,DTW,645,-8,924,-11,0,528
4,19,AA,1809,PHL,CLT,500,-7,640,-6,0,449
9,19,WN,5138,DAL,ELP,1910,-10,1950,-24,0,562
2,22,UA,694,SFO,KOA,1115,-8,1500,-46,0,2367
2,21,YV,6156,IAH,SAT,1005,-8,1117,-25,0,191
12,19,EV,4368,STL,EWR,1657,16,2029,51,0,872
12,21,AS,817,LAX,HNL,1030,0,1450,-30,0,2556
9,19,OO,3764,DTW,AVP,2014,-2,2149,-13,0,399
1,19,DL,768,MCI,ATL,800,-4,1054,9,0,692
7,20,WN,1525,SJU,MCO,1740,-10,2040,-4,0,1189
7,22,OO,5197,ORD,MKG,1030,-2,1233,-17,0,119
10,19,YX,4637,PIT,LGA,1853,35,2019,77,0,335
4,22,OO,3065,FAT,PHX,940,-5,1119,-6,0,493
9,22,F9,797,DEN,LAS,545,0,650,-17,0,628
1,19,F9,2347,PHL,PBI,1510,-11,1805,-9,0,951
10,20,AA,630,PHX,ORD,1845,11,12,5,0,1440
1,22,9E,4845,MSP,CVG,1245,16,1542,-1,0,596
10,22,B6,1410,JAX,BOS,1223,-12,1500,-6,0,1010
8,20,WN,1675,BNA,AUS,1520,-5,1725,-12,0,756
5,21,WN,1346,BDL,BNA,1910,0,2040,-17,0,852
12,21,DL,1250,ATL,HPN,2054,-2,2306,-17,0,780
7,20,AA,2823,DFW,MIA,1230,-7,1632,-21,0,1121
4,21,YV,6329,IAH,OKC,1429,-3,1601,-9,0,395
7,23,OH,5275,CLT,ATL,1621,54,1743,46,0,226
1,21,9E,5179,DTW,MSN,2105,-4,2138,-34,0,311
9,19,G4,773,BNA,SYR,1340,-4,1635,0,0,741
8,19,HA,334,LIH,HNL,1618,-9,1655,-11,0,102
11,20,F9,467,OKC,DEN,1857,-8,1942,-19,0,495
3,20,WN,5719,PDX,SJC,1220,-5,1405,-3,0,569
2,19,OO,3581,MDW,MSP,2005,-4,2149,-5,0,349
8,20,YX,4282,RDU,PHL,613,-7,745,-17,0,337
9,19,AS,1100,SFO,BNA,1225,-10,1855,-9,0,1969
5,19,DL,2081,TPA,ATL,1755,-6,1936,-19,0,406
8,21,OO,4254,CIU,DTW,615,-1,726,-3,0,284
12,21,AA,2456,DFW,IND,1029,-4,1337,-8,0,761
11,20,OO,4233,SLC,GTF,1535,-10,1709,-22,0,463
3,21,YV,6291,PHL,IAH,800,0,1102,-15,0,1325
1,21,DL,1234,LAX,DEN,1911,-5,2224,4,0,862
7,21,9E,5216,EWR,DTW,930,-5,1127,-23,0,488
9,22,AA,1696,DFW,MCI,836,-8,1007,-18,0,460
10,21,YX,5638,LGA,MCI,1915,-6,2130,-28,0,1107
5,19,YX,3717,IND,EWR,700,-5,859,-13,0,645
6,23,OO,3347,SEA,HLN,750,-3,1025,9,0,491
11,21,WN,1594,PHX,OMA,1025,-2,1400,-3,0,1037
6,23,AA,675,BNA,ORD,540,-6,725,-13,0,409
9,20,WN,1948,IAD,DEN,1705,-5,1900,-26,0,1452
11,22,DL,1601,JAX,ATL,932,-3,1050,-13,0,270
12,19,WN,1813,ATL,CMH,2150,23,2315,17,0,447
2,22,YX,4837,JAX,PHL,1043,31,1249,8,0,742
7,19,WN,3202,OAK,LAX,1615,-2,1740,-17,0,337
4,22,YX,4744,PHL,ATL,1040,-1,1257,-12,0,666
1,21,QX,2426,GEG,BOI,1825,-9,2035,-10,0,287
11,22,B6,1942,LGA,DEN,1059,2,1330,-19,0,1620
9,19,DL,1796,MSP,LGA,955,-3,1331,-3,0,1020
6,23,DL,1230,AUS,DTW,1526,-8,1925,-19,0,1149
1,22,UA,1291,OMA,DEN,1403,-5,1450,-24,0,472
6,21,B6,1245,BOS,CLT,920,-5,1147,-12,0,728
1,20,OO,5286,ONT,SFO,1520,-10,1659,-31,0,363
8,23,WN,1915,DSM,DEN,1220,9,1315,-7,0,589
3,22,MQ,3532,ORD,MHK,1715,-5,1904,-19,0,501
5,19,WN,490,DEN,MCI,1050,18,1325,19,0,533
3,19,OO,5511,ORD,GRR,1415,72,1616,67,0,137
7,19,OO,3674,DTW,CLE,759,1,856,-7,0,95
11,19,WN,2841,LGA,MDW,2025,29,2155,24,0,725
11,21,UA,2052,EWR,DEN,1935,24,2208,7,0,1605
4,22,OO,3776,BIS,MSP,525,-2,656,1,0,386
8,21,WN,4129,SJC,MDW,630,4,1240,-17,0,1838
10,22,AS,188,SFO,JFK,2255,-3,730,1,0,2586
6,19,YV,5876,SBA,DFW,623,-15,1140,-35,0,1316
1,22,YX,3426,EWR,SRQ,1630,-3,1948,-5,0,1034
2,19,WN,1243,ONT,PHX,725,-1,940,-11,0,325
1,19,WN,710,MCO,MDW,855,16,1050,8,0,990
12,20,AA,1585,MCO,DFW,1530,-3,1727,-13,0,985
9,21,OO,3069,TRI,DFW,603,-7,745,-24,0,868
