MONTH,YEAR,AIRLINE_CODE,FL_NUMBER,ORIGIN,DEST,SCHEDULED_DEPARTURE,DEP_DELAY,SCHEDULED_ARRIVAL_TIME,ARR_DELAY,CANCELLED,DISTANCE
1,19,UA,1562,FLL,EWR,1155,-4,1501,-14,0,1065
11,22,DL,1149,MSP,SEA,2120,-6,2315,-5,0,1399
7,22,UA,459,DEN,MSP,954,6,1252,0,0,680
3,23,DL,2295,MSP,SFO,1609,-1,1829,24,0,1589
2,20,NK,407,MCO,DFW,1840,-2,2041,-1,0,985
7,19,WN,665,DAL,OKC,1010,147,1110,141,0,181
6,23,AA,2134,DCA,BOS,1010,-9,1159,-29,0,399
7,19,YX,4464,HSV,DCA,1643,-6,1945,23,0,613
2,23,NK,590,IAH,LAX,530,-3,717,-11,0,1379
8,20,AS,223,SEA,FAI,2125,-9,2355,1,0,1533
6,21,DL,2820,ATL,BDL,1850,69,2112,60,0,859
7,20,AA,2107,RDU,DFW,1207,-6,1358,-1,0,1061
8,21,WN,430,MDW,BNA,820,6,940,1,0,395
11,19,DL,1065,BDL,ATL,600,-5,840,-32,0,859
4,20,WN,687,SJC,LAX,2155,,2315,,1,308
5,22,WN,1011,BWI,BDL,1735,3,1840,6,0,283
7,20,DL,1225,STT,ATL,1615,-2,1957,-9,0,1599
12,21,WN,2516,DAL,MSY,1435,-7,1600,-24,0,436
3,19,NK,906,DEN,IAH,1530,-4,1858,-13,0,862
3,19,UA,1157,SRQ,ORD,1615,-4,1815,35,0,1050
5,22,B6,1273,JFK,CHS,803,-3,1012,-26,0,636
1,19,NK,262,FLL,ACY,1430,13,1700,11,0,977
11,22,DL,2706,GRR,MSP,730,-10,806,-30,0,408
9,22,AA,1754,DFW,PNS,830,0,1014,6,0,604
5,21,OH,5037,CLT,RDU,914,-8,1029,-20,0,130
4,19,UA,498,ORD,IAD,1330,-1,1620,-5,0,588
7,21,G4,46,LAS,GEG,625,14,833,25,0,806
4,19,EV,4450,TUL,IAH,859,-7,1045,-17,0,429
3,22,B6,406,FLL,EWR,2030,0,2328,-8,0,1065
4,23,YX,3615,MSP,EWR,1325,1069,1723,1124,0,1008
1,23,G4,1206,USA,SFB,1541,-10,1709,2,0,457
1,19,AA,231,DFW,RNO,1140,-5,1318,-31,0,1345
6,21,AA,1378,ORD,ABQ,1315,1,1516,-11,0,1118
6,19,AA,1214,SLC,DFW,600,-2,940,-11,0,989
12,21,OO,5311,IAH,BOI,1805,30,2110,14,0,1482
12,19,WN,3711,BNA,MCI,1715,-4,1855,-14,0,491
7,23,UA,1182,AUS,IAH,520,1,617,-2,0,140
7,19,WN,992,IND,TPA,2135,79,2350,57,0,837
11,19,AA,2520,DFW,ORD,1851,8,2119,-9,0,801
6,21,OO,3032,DFW,BIL,1900,-1,2058,-6,0,1081
5,22,YX,3593,MHT,EWR,600,-5,737,-31,0,209
10,22,AA,2720,DFW,TUS,826,-6,850,-13,0,813
10,20,9E,5047,RDU,DTW,1745,-5,1932,-11,0,501
1,19,DL,345,ATL,DAB,939,-4,1055,-11,0,366
12,20,OO,5327,SFO,BOI,1825,-2,2105,6,0,522
1,22,YX,3467,ORD,DCA,1935,,2241,,1,612
5,22,WN,4041,BWI,MHT,755,-5,915,-8,0,377
3,20,UA,1013,SFO,DEN,1252,-1,1629,-8,0,967
12,21,OO,5056,PRC,DEN,600,8,759,-10,0,557
7,23,B6,431,BOS,LGA,1400,-10,1521,-26,0,184
1,20,DL,1530,LAX,ATL,1030,5,1740,-12,0,1947
2,21,UA,440,SMF,DEN,530,-4,847,-8,0,909
4,23,WN,3355,MDW,SAT,2120,13,15,-10,0,1036
6,21,DL,1031,DTW,ATL,1330,2,1531,-3,0,594
4,19,MQ,3657,GRR,ORD,1414,-5,1420,-10,0,137
1,23,OO,5762,DEN,SLC,1720,5,1907,2,0,391
1,19,WN,397,SAT,DAL,1350,11,1455,0,0,248
5,19,YX,3604,MSY,EWR,1330,46,1740,29,0,1167
11,21,AS,444,SEA,LAX,930,1,1220,-24,0,954
2,21,NK,1673,CMH,MCO,745,-5,1005,6,0,802
8,20,OH,5437,SRQ,CLT,622,-3,813,-2,0,547
1,20,AS,779,STL,SEA,1940,-16,2215,-8,0,1709
2,19,WN,760,MDW,MHT,2120,43,25,31,0,838
11,19,F9,121,SJU,TPA,1857,-1,2110,-13,0,1237
2,19,WN,1721,SFO,SAN,1115,71,1250,74,0,447
2,20,B6,965,BOS,RSW,1544,-6,1920,29,0,1249
7,22,YX,4649,DCA,CHS,1346,-3,1529,-1,0,444
8,19,YV,5754,PHX,ELP,1231,-5,1448,-7,0,347
3,19,AA,1168,ORD,SAN,1320,-5,1545,-7,0,1723
4,23,B6,1248,TPA,LGA,1016,-9,1304,14,0,1010
7,20,DL,1710,SLC,MSP,1349,-3,1710,1,0,991
5,19,DL,1232,DCA,JFK,605,-5,720,-4,0,213
4,19,YX,4420,CMH,PHL,559,-2,735,-8,0,406
4,21,F9,607,IND,DEN,1319,-9,1418,-27,0,977
3,19,UA,530,IAH,SAT,2000,-5,2103,-12,0,191
9,19,9E,3338,LGA,PWM,1755,-10,1918,-18,0,269
6,21,AS,1014,SEA,ORD,1033,22,1642,17,0,1721
5,22,AA,2013,TUL,DFW,1431,-5,1554,-21,0,237
11,22,AA,229,PHL,SAN,1830,18,2123,0,0,2370
3,20,MQ,3620,GRK,DFW,1606,52,1705,85,0,134
4,20,WN,246,BNA,ATL,1055,,1300,,1,214
7,22,MQ,3831,DFW,SBP,1908,10,2033,1,0,1360
2,20,YX,4508,ILM,LGA,1102,-11,1250,-15,0,500
2,19,AA,59,LAX,KOA,820,7,1228,-27,0,2504
8,20,DL,1298,CMH,ATL,1050,-4,1220,-14,0,447
2,21,AA,2315,PHX,DEN,2009,-5,2211,-14,0,602
10,21,OH,5381,CLT,GSP,936,-10,1029,-2,0,75
2,23,WN,1854,DEN,LAS,1420,24,1515,10,0,628
3,23,9E,4953,ATL,VLD,1534,-5,1638,-11,0,208
4,19,AA,1977,TPA,MIA,614,-8,717,-17,0,204
3,21,MQ,4294,JLN,DFW,1750,-10,1927,-23,0,327
12,21,DL,1218,SLC,MCI,2103,-3,29,-14,0,920
1,19,UA,220,ORD,MSP,1940,1,2109,-4,0,334
3,19,WN,2535,MKE,LAS,1130,-1,1330,-7,0,1524
4,22,OO,3509,MSP,MKE,1944,-3,2050,9,0,297
10,21,AA,1376,CLT,EWR,754,-11,945,-8,0,529
6,23,WN,1359,BNA,MCO,510,-4,800,-10,0,616
12,19,DL,1950,MCO,LGA,800,23,1035,20,0,950
7,19,NK,695,BWI,LAS,1459,-7,1701,-26,0,2106
3,22,OO,3649,BIL,MSP,1400,-2,1700,0,0,748
3,19,G4,720,BLI,PSP,730,-15,1018,-33,0,1078
2,19,DL,2229,CHS,ATL,1244,-8,1408,-21,0,259
10,19,AA,1911,RIC,CLT,635,-5,810,-31,0,257
12,21,DL,1277,DFW,ATL,1233,32,1540,18,0,731
6,19,DL,833,DTW,SAN,830,-4,1017,-35,0,1956
10,22,AA,1640,ORD,LAX,1841,10,2105,0,0,1744
11,22,WN,518,PHX,OAK,1555,3,1655,-1,0,646
5,19,DL,867,GSO,ATL,525,-5,638,-7,0,306
1,21,9E,4777,ATL,BHM,1353,-4,1346,-10,0,134
9,19,OO,3351,MCI,PDX,1515,-15,1710,0,0,1482
8,23,B6,895,EWR,MCO,1052,-6,1350,-32,0,937
10,22,AA,1979,PHL,MCO,700,-3,935,-11,0,861
5,20,UA,1671,LAX,EWR,1315,-4,2134,-31,0,2454
11,22,WN,2731,ELP,DAL,1255,-1,1535,1,0,562
8,19,AA,2248,DFW,SFO,1054,-6,1247,1,0,1464
1,23,NK,867,DFW,LAX,1640,223,1808,280,0,1235
10,19,OO,5407,LAX,MFR,1855,-11,2058,-17,0,630
12,20,WN,2773,BNA,DEN,1100,7,1255,-2,0,1014
5,23,DL,976,DEN,ATL,59,-4,551,-15,0,1199
1,22,DL,2273,MSP,RDU,1940,19,2322,30,0,980
3,22,AA,4,LAX,JFK,600,-4,1420,18,0,2475
8,20,YX,5631,SDF,DTW,1803,-2,1928,-14,0,306
10,21,MQ,4264,RDU,ORD,1652,-6,1819,-30,0,646
3,22,MQ,4096,DFW,MFE,1230,-5,1408,-14,0,469
12,20,OH,5603,CLT,VPS,1130,-7,1220,-10,0,460
7,22,B6,1447,HPN,TPA,1730,111,2031,110,0,1032
2,19,YX,4321,LGA,DCA,900,-4,1030,-3,0,214
3,22,AA,1323,CLT,ORF,1821,-5,1936,-15,0,290
6,23,UA,323,EWR,ORD,1304,40,1438,22,0,719
4,21,QX,2584,SAN,AUS,1910,-3,2358,-2,0,1164
6,23,AA,2830,SFO,CLT,1320,34,2124,29,0,2296
9,21,OH,5124,BHM,CLT,1252,-7,1528,-2,0,350
1,21,WN,142,BWI,MIA,1045,-9,1330,-12,0,946
10,20,WN,1621,BOS,MDW,635,2,820,-15,0,861
9,19,WN,2165,SJC,SAN,930,-4,1050,-1,0,417
6,22,WN,2960,PHX,LAX,1350,23,1510,10,0,370
11,21,DL,1406,JFK,TPA,1259,-4,1545,-29,0,1005
3,21,OO,5267,ASE,LAX,1645,4,1804,28,0,737
9,21,WN,4137,HNL,KOA,2025,-6,2115,-13,0,163
3,20,DL,2238,DCA,ATL,1758,-5,2001,-28,0,547
7,20,AA,2039,ATL,PHL,1521,-2,1734,-17,0,666
3,22,YV,5855,MAF,PHX,625,-3,723,-15,0,581
2,23,WN,1549,BWI,PIT,2225,-8,2330,-20,0,210
3,19,DL,886,ATL,DFW,1215,12,1344,-1,0,731
2,19,G4,883,GRR,PIE,1018,0,1255,-7,0,1044
5,22,OO,3771,SLC,OMA,925,3,1245,-15,0,840
7,21,DL,1749,LAX,MCO,1035,-1,1842,-3,0,2218
2,20,WN,1069,SFO,BUR,1725,-4,1845,-16,0,326
7,19,WN,496,MCO,MDW,1705,32,1850,35,0,990
6,19,AS,668,SEA,DEN,1550,-7,1930,-10,0,1024
9,22,AA,408,LGA,ORD,1030,122,1208,95,0,733
7,23,OO,3950,JFK,IAD,1455,2,1627,-19,0,228
8,22,OH,5138,BUF,DCA,1731,-7,1844,-14,0,296
10,22,OO,4769,DEN,CID,1336,17,1639,9,0,692
2,20,OO,3085,PHX,PSP,2115,-6,2125,-19,0,261
5,23,WN,3020,DEN,SEA,1200,9,1355,-25,0,1024
2,19,G4,741,TUS,BLI,1240,15,1457,33,0,1299
3,20,OO,3613,SLC,SFO,1700,-1,1819,-23,0,599
11,21,WN,3080,BNA,MDW,1850,92,2025,78,0,395
2,20,AA,833,DFW,EGE,1435,54,1601,44,0,721
2,23,WN,2160,MCO,ALB,2010,-5,2250,-22,0,1073
10,21,OO,5664,SYR,DEN,1530,-7,1800,-18,0,1492
3,23,YX,3428,CMH,EWR,700,-7,859,-17,0,463
1,19,DL,1350,MSN,ATL,1705,-5,2020,-21,0,707
4,19,WN,32,IND,DEN,1920,60,2000,44,0,977
12,19,OH,5685,CLT,EWN,2000,-6,2102,-17,0,221
12,21,UA,310,EWR,SFO,830,41,1155,39,0,2565
5,20,OO,3793,FAT,SLC,604,-5,841,-13,0,501
11,22,OO,5652,ORD,AVL,2003,29,2301,0,0,536
5,21,OO,4240,FWA,MSP,815,-1,930,-43,0,488
1,23,DL,2064,LGA,IAH,835,-6,1209,-42,0,1416
9,19,OO,3695,LAN,DTW,935,-5,1018,-10,0,74
10,21,AA,1008,ATL,DFW,1628,-1,1809,-20,0,731
8,20,DL,373,SEA,MSP,630,-6,1136,-10,0,1399
8,23,UA,573,SFO,SEA,1035,24,1254,11,0,679
12,19,DL,1074,HNL,SEA,1400,-3,2153,-10,0,2677
11,22,MQ,3605,BNA,TPA,1630,-3,1918,-11,0,612
10,20,WN,1399,DEN,ATL,1130,-3,1625,-17,0,1199
5,22,AA,1541,SMF,PHX,1623,-9,1815,-24,0,647
10,19,MQ,3632,ABI,DFW,755,-3,906,-26,0,158
3,23,B6,2539,JFK,BQN,810,46,1207,38,0,1576
2,21,9E,4733,ICT,MSP,1515,-3,1712,-34,0,545
9,22,AA,2481,PHL,CLT,1539,15,1727,-8,0,449
2,20,9E,4801,ATL,MOB,2230,-6,2255,23,0,302
6,21,QX,2317,LAX,BOI,1715,-6,2020,-18,0,674
9,22,YX,5622,DCA,LGA,800,-4,919,-8,0,214
4,20,UA,2386,FLL,ORD,1618,-13,1850,-34,0,1182
8,20,UA,2022,SLC,IAH,1345,-21,1737,-29,0,1195
12,19,WN,5063,RDU,LAS,1620,333,1835,340,0,2026
11,19,DL,347,JFK,DFW,1820,-1,2136,13,0,1391
1,23,MQ,3577,CMI,ORD,600,-8,713,-21,0,135
12,21,AS,1097,IAD,LAX,1720,,2024,,1,2288
8,22,MQ,3899,RDU,MIA,1638,2,1850,4,0,700
6,22,YV,6016,MAF,IAH,1155,-8,1333,-22,0,429
5,20,UA,1056,SFO,DEN,1520,4,1856,-17,0,967
10,21,WN,591,OAK,PHX,820,21,1015,13,0,646
5,21,YX,3525,IAD,IND,1830,-3,2022,-27,0,476
4,19,WN,6524,MSY,AUS,1540,26,1710,63,0,444
5,21,WN,4048,MCO,BUF,910,-4,1145,-11,0,1011
2,20,YX,6116,IND,LGA,1716,7,1920,23,0,660
4,22,WN,3442,EUG,LAS,1210,15,1410,0,0,700
4,22,WN,400,IAH,DAL,1915,-5,2020,-15,0,216
2,19,YX,4453,MIA,SDF,2155,-4,35,-6,0,910
1,19,OO,4158,CHA,ATL,545,-3,646,-1,0,106
11,20,OH,5513,BTV,CLT,1243,-7,1518,-29,0,761
5,22,OO,3430,LAX,SFO,2235,-9,2359,-21,0,337
3,21,OO,4052,ORD,DTW,705,0,930,-4,0,235
9,22,NK,326,LAX,IAH,530,-1,1049,-2,0,1379
1,21,WN,1099,DEN,FLL,1345,42,1930,35,0,1703
7,20,AA,2498,PHL,CLT,840,-9,1036,-29,0,449
7,23,9E,5025,STL,LGA,1534,-4,1906,-14,0,888
12,22,AA,2600,BOS,DFW,830,-4,1211,1,0,1562
11,21,DL,2729,ATL,RDU,2105,-4,2222,-4,0,356
5,23,NK,1810,FLL,PHL,1830,-3,2117,-16,0,992
8,22,B6,1347,DCA,SJU,815,-7,1202,-13,0,1554
7,20,AA,1281,RSW,DFW,930,-5,1113,3,0,1017
10,22,DL,1447,GSO,ATL,1543,-11,1710,-32,0,306
9,19,AS,500,SEA,IND,1000,31,1715,16,0,1866
10,21,UA,1491,PDX,SFO,1015,92,1206,96,0,550
4,19,AS,479,SNA,SEA,1930,-8,2225,-14,0,978
7,23,NK,356,MCO,IAH,1702,46,1830,38,0,854
8,20,UA,1845,DEN,ORD,630,-9,956,-11,0,888
9,19,OH,5473,BUF,DCA,1538,20,1700,12,0,296
12,22,WN,1227,SMF,DEN,2120,29,40,6,0,909
10,21,AA,2102,CMH,CLT,1815,6,1951,-12,0,347
8,21,NK,721,PIT,MCO,730,8,949,-11,0,834
9,21,HA,545,OGG,HNL,2020,-5,2058,-8,0,100
7,19,YX,4504,LGA,CHS,659,-8,910,-21,0,641
11,20,OH,5185,CLT,GRR,2010,-5,2210,-16,0,583
3,23,WN,3176,MSP,MDW,515,3,700,-3,0,349
6,19,WN,877,MDW,MCO,1305,-5,1650,-15,0,990
3,21,AA,1533,PHL,MIA,821,0,1120,-5,0,1013
12,19,WN,2295,STL,SAT,2205,-10,25,-25,0,786
12,19,EV,4086,HRL,IAH,1609,-13,1725,-16,0,295
6,19,OO,3873,SLC,HLN,1100,8,1237,1,0,402
8,21,AA,1506,IND,DFW,1215,-6,1333,-9,0,761
4,20,WN,446,LAS,HOU,500,,955,,1,1235
3,23,UA,1578,IAH,LAX,1640,0,1829,-2,0,1379
4,22,OO,4633,BIS,DEN,930,-6,1024,-15,0,516
5,22,DL,1615,RDU,ATL,825,37,955,30,0,356
9,19,DL,2027,MSP,MEM,1429,-3,1625,-3,0,700
5,21,OO,5150,SHR,DEN,1050,-3,1212,-9,0,359
8,21,WN,608,BOI,SNA,1235,-3,1345,-11,0,688
10,21,OO,5467,IAH,TUS,2000,11,2040,14,0,936
8,20,WN,1747,BDL,BWI,1235,-6,1350,-13,0,283
6,22,WN,1939,RNO,LGB,1740,38,1905,37,0,402
3,22,OO,3017,HPN,ORD,705,-6,842,-2,0,738
6,19,OO,5650,ORD,SAV,600,-7,914,-11,0,773
1,20,OO,3256,PHX,MFR,1536,-7,1704,2,0,854
1,23,DL,1015,MCO,JFK,1145,0,1417,-9,0,944
8,20,AA,2634,ORD,SFO,950,-3,1228,-15,0,1846
9,20,WN,1522,BNA,DAL,2055,-10,2245,-16,0,623
11,22,F9,680,DEN,MCO,730,7,1308,-2,0,1546
10,20,OO,3767,MSP,GFK,2050,-2,2206,-13,0,284
8,22,WN,1308,MCI,ATL,1810,15,2110,26,0,692
9,22,B6,2692,MIA,JFK,1857,-2,2159,-4,0,1089
1,19,WN,1780,BHM,MDW,1740,,1925,,1,570
5,22,OO,3081,HRL,DFW,1524,-4,1704,1,0,461
7,19,AS,807,SEA,KOA,1730,-5,2040,-23,0,2688
9,19,AS,1751,SFO,SEA,1220,-9,1445,-28,0,679
12,19,OO,5667,SBP,SFO,648,,800,,1,190
6,21,AS,654,SEA,SMF,1755,-1,1946,-1,0,605
11,20,WN,5060,BWI,CVG,905,-5,1045,-5,0,430
6,21,WN,2041,LGA,BNA,1620,-2,1800,-31,0,764
9,19,WN,1675,ELP,LAS,720,5,805,-4,0,583
10,21,OO,5355,DFW,DEN,1130,0,1244,-1,0,641
9,19,AA,285,LAX,LIH,1735,88,2024,67,0,2615
5,22,NK,3830,TPA,BWI,1940,-3,2205,-19,0,842
6,19,OO,5491,SMF,SFO,820,-6,933,-1,0,86
6,21,OO,5141,DEN,SGU,1612,104,1748,110,0,517
8,20,WN,933,LAS,DAL,605,-4,1040,-2,0,1067
3,23,WN,199,GSP,BWI,1225,-1,1350,-14,0,426
8,20,UA,461,DEN,IAD,1415,-9,1933,17,0,1452
8,22,AA,864,PHL,CLT,2030,-1,2216,-7,0,449
2,19,9E,5406,BDL,RDU,620,13,828,-14,0,532
5,19,OH,5386,MLB,CLT,615,-4,802,-6,0,490
9,21,WN,4439,PHX,MDW,1715,-1,2230,-6,0,1444
12,22,DL,1033,ATL,TLH,1515,-3,1618,-13,0,223
12,20,AA,1608,DFW,LGA,1053,-7,1515,-22,0,1389
5,23,OO,4748,GRB,ORD,600,-10,712,-11,0,173
7,20,AA,1853,DFW,BOS,1030,-4,1520,-13,0,1562
11,21,DL,992,ATL,SAN,1533,-2,1702,-6,0,1892
3,23,AA,2629,MIA,AUS,1840,36,2054,28,0,1103
3,23,DL,513,DCA,ATL,600,-8,802,-22,0,547
6,23,WN,3557,LAX,BNA,635,-3,1235,-13,0,1797
11,21,OH,5314,CRW,CLT,1437,38,1559,21,0,221
10,22,WN,1921,LGB,SMF,1840,23,2000,22,0,387
1,19,B6,1033,MCO,SJU,936,-4,1325,-9,0,1189
4,22,UA,2367,PIT,SFO,600,-3,833,-18,0,2254
11,21,UA,1962,ORD,OMA,1545,-2,1720,-8,0,416
4,23,WN,2720,OKC,DEN,1240,-3,1320,-6,0,495
6,22,NK,815,ORD,MSY,1616,15,1841,-9,0,836
2,22,WN,1121,PHL,TPA,1300,-2,1545,-22,0,920
2,19,9E,5077,DFW,CVG,1936,-7,2247,-15,0,812
7,19,WN,4994,BUF,PHX,1715,-2,1845,-20,0,1912
7,19,WN,936,TPA,BWI,2220,29,30,18,0,842
4,21,OO,3147,ORD,CVG,1244,-5,1505,-22,0,264
9,20,MQ,3438,ORD,PWM,1825,-7,2151,3,0,900
9,22,AA,2932,CLT,SAV,1240,-2,1341,-10,0,213
2,20,DL,310,ATL,MSY,726,-3,800,-10,0,425
5,22,WN,922,PVD,MDW,550,-4,725,8,0,842
1,23,B6,781,BOS,RIC,1404,0,1552,1,0,474
11,22,NK,3925,MIA,LGA,1202,9,1459,0,0,1096
8,20,OO,3480,FAT,SAN,830,-11,933,-10,0,314
11,21,AA,1367,AUS,LAX,1508,,1630,,1,1242
12,19,AA,1893,CLT,LGA,1751,-4,1941,-19,0,544
10,21,AS,61,YAK,CDV,1216,2,1305,9,0,213
10,20,WN,2056,IND,ATL,720,-2,855,-16,0,432
5,23,AA,2503,TPA,MIA,1730,82,1840,114,0,204
9,20,DL,492,LGA,DTW,935,-5,1138,-32,0,502
7,22,WN,1936,LAX,OAK,1210,-5,1320,-8,0,337
9,21,AA,2194,CLT,FLL,2100,-4,2258,-11,0,632
3,20,AA,2212,DFW,IAH,1859,,2014,,1,224
12,21,G4,259,LAS,MSO,1820,52,2140,54,0,750
2,23,AA,2456,IND,DFW,1803,-2,1936,-13,0,761
11,19,UA,433,SFO,LAX,1252,-4,1426,1,0,337
7,20,9E,4907,ATL,MOB,1535,-1,1551,-11,0,302
9,19,AA,1507,LAX,CLT,1130,42,1920,21,0,2125
4,22,UA,1663,EWR,BOS,1157,0,1305,-9,0,200
3,21,UA,2463,DEN,FLL,1750,37,2344,23,0,1703
3,23,DL,540,BOS,ATL,815,62,1123,39,0,946
4,21,DL,985,DCA,JFK,1712,34,1845,24,0,213
1,20,OO,5708,SFO,BOI,1415,25,1705,14,0,522
11,19,YV,6096,IAH,OKC,1805,9,1940,17,0,395
8,22,DL,382,CHA,ATL,700,-3,745,-9,0,106
11,20,DL,2312,ATL,SRQ,1945,-2,2110,-11,0,444
10,19,WN,1291,SAN,LAS,1230,4,1350,-2,0,258
4,22,MQ,3615,CID,ORD,1624,5,1734,-4,0,196
10,21,YV,6195,IAH,ORF,1156,13,1555,6,0,1201
9,19,WN,2362,STL,BOS,1925,5,2305,-10,0,1047
11,22,DL,2636,SFO,SEA,1017,-6,1235,-17,0,679
3,19,OO,3337,LAX,STS,2055,42,2235,32,0,400
3,21,UA,639,TPA,IAD,1415,18,1632,10,0,811
3,23,AA,2823,DCA,TPA,1159,-4,1422,49,0,814
12,19,WN,1925,OAK,LAX,1340,11,1510,1,0,337
8,22,NK,1362,LAS,ATL,1435,-1,2140,7,0,1747
2,22,DL,2927,ATL,BHM,2259,0,2251,-1,0,134
4,22,MQ,4209,DFW,SPS,850,-4,947,-3,0,113
3,22,9E,5012,ATL,MOB,940,-5,959,-15,0,302
5,21,WN,2116,TUS,LAS,600,-3,720,-15,0,365
2,20,OO,3965,FSD,MSP,1055,-13,1207,-23,0,196
7,22,WN,2781,STL,OKC,1610,6,1730,22,0,462
4,21,YV,6146,MCI,IAH,630,-5,843,6,0,643
10,20,AA,1709,FLL,CLT,1727,-6,1924,-3,0,632
3,22,B6,2428,RDU,EWR,1901,56,2038,52,0,416
6,23,YX,4543,RDU,BNA,1524,-5,1603,-4,0,442
7,20,YX,4407,RDU,PHL,815,-7,949,-24,0,337
7,21,UA,2627,SAN,IAH,1345,-1,1853,8,0,1303
10,20,OO,5472,ORD,OMA,1950,-1,2135,-9,0,416
3,21,DL,392,LAX,JFK,845,2,1700,-12,0,2475
5,22,AA,645,OGG,PHX,2243,-3,725,-6,0,2845
4,19,DL,2798,ATL,EYW,1500,-3,1652,-12,0,646
6,22,WN,1550,BWI,FLL,1720,58,1955,47,0,925
8,22,WN,2697,ATL,DAL,820,0,925,0,0,721
4,21,OO,3370,LAX,PDX,845,-2,1113,-15,0,834
2,22,OO,5083,HYS,DEN,1200,-9,1228,-28,0,298
4,19,DL,2255,ATL,PHL,904,13,1106,-9,0,666
4,22,9E,5291,JFK,BTV,2200,7,2332,-9,0,266
1,19,DL,851,ATL,PBI,1347,14,1538,-4,0,545
5,22,G4,731,VPS,CVG,1657,29,1945,34,0,600
3,21,OO,3066,ROC,ORD,1637,13,1739,-5,0,528
6,21,UA,1548,LAX,SFO,1600,6,1713,35,0,337
1,23,HA,45,SJC,OGG,840,14,1220,46,0,2355
12,22,WN,3299,STL,LGA,1035,9,1355,-13,0,888
10,21,DL,2510,ATL,IND,1724,105,1850,104,0,432
10,21,AA,1449,MCO,MIA,2120,22,2229,28,0,192
12,19,AS,796,SEA,MSY,1725,-3,2359,-10,0,2086
6,22,B6,1319,BOS,MIA,1408,,1737,,1,1258
12,20,B6,250,SAV,BOS,1312,-12,1525,-21,0,901
8,19,OO,3781,DTW,ALB,1010,-5,1144,-17,0,489
4,22,B6,1720,MCO,BOS,600,-6,857,-9,0,1121
12,21,AA,1358,DTW,CLT,1721,-9,1919,-26,0,500
4,22,WN,399,LAS,SFO,2230,20,2355,23,0,414
3,20,WN,5487,SEA,OAK,1610,1,1815,-15,0,672
11,22,WN,3052,IAH,MCO,1510,-4,1830,-8,0,854
9,19,WN,207,SAN,DAL,1835,-2,2320,1,0,1182
2,20,F9,2017,CLE,LAS,600,-10,744,0,0,1824
4,19,OO,5549,RDD,SFO,600,1,700,-11,0,199
5,23,UA,624,SNA,DEN,1619,-10,1940,-11,0,846
10,20,DL,1081,MSP,ATL,1245,-3,1610,-7,0,907
10,20,WN,2129,LGB,OAK,845,-4,1000,-13,0,353
12,22,QX,2405,ANC,FAI,600,20,709,19,0,261
7,21,AA,586,PDX,DFW,2359,-2,542,-23,0,1616
4,20,YV,6011,IAD,CLT,815,,944,,1,322
9,22,B6,1485,BOS,PIT,915,-2,1058,8,0,496
10,19,EV,4257,RIC,EWR,1745,-3,1921,88,0,277
10,21,OO,3619,ORD,DTW,1425,45,1642,39,0,235
2,19,WN,713,OAK,SAN,615,-4,745,-15,0,446
12,21,MQ,4311,DFW,ABI,1650,-2,1750,-7,0,158
12,22,B6,215,BOS,DFW,1035,26,1409,26,0,1562
12,21,YX,5736,BOS,JFK,1159,10,1319,4,0,187
9,19,WN,2075,PHL,STL,820,-2,950,-4,0,814
9,20,WN,2266,PHX,BNA,1750,0,2305,-7,0,1449
5,21,OO,5102,DVL,DEN,1643,-10,1749,3,0,638
1,23,NK,169,MSP,LAS,600,-1,740,19,0,1299
2,23,OO,4926,SWO,DFW,610,-7,727,-6,0,225
3,22,WN,2347,IAH,DEN,1720,-4,1845,4,0,862
6,23,AA,2389,SFO,MIA,2354,35,833,23,0,2585
4,22,DL,2805,SJC,MSP,620,6,1203,-18,0,1575
12,20,UA,221,ORD,SFO,1845,0,2110,7,0,1846
7,23,DL,1238,SAT,SLC,810,-8,1005,-19,0,1087
12,22,UA,2106,IAH,EWR,1940,35,6,63,0,1400
6,22,UA,1237,SFO,SEA,857,14,1120,-8,0,679
10,22,AA,966,ROC,CLT,600,-6,755,-16,0,573
7,19,WN,5661,ATL,LAX,1755,4,1945,-10,0,1947
11,22,DL,1476,TPA,RDU,1006,-7,1150,-7,0,587
6,22,UA,378,EWR,LAS,2143,-7,9,-23,0,2227
8,23,WN,2827,FLL,STL,1550,-7,1740,-27,0,1057
12,19,DL,358,CLE,SLC,811,-3,1030,-13,0,1565
7,19,DL,1579,MSP,BWI,905,-4,1234,-1,0,936
6,19,WN,6299,HNL,OGG,1010,-3,1100,-13,0,100
1,20,OO,3651,BUR,SLC,1011,-4,1305,-1,0,574
7,21,OO,5126,PIR,DEN,620,-3,651,-28,0,385
11,21,OO,3386,SAN,SMF,1335,-4,1516,-9,0,480
6,22,OO,4011,DTW,IAD,1608,-1,1741,-3,0,383
7,20,DL,726,SFO,ATL,1310,-5,2044,-11,0,2139
2,20,DL,2785,DTW,LAX,1745,-4,1955,-10,0,1979
3,20,B6,1236,SJU,STT,924,-16,1000,-20,0,68
7,20,WN,1231,FLL,MCO,1100,-6,1225,-29,0,177
9,19,DL,1408,ATL,IND,1745,-2,1915,-18,0,432
1,19,UA,1216,DEN,LAX,1245,-6,1418,-26,0,862
4,20,OO,3591,EUG,SEA,1700,-5,1803,-5,0,234
12,20,WN,3391,HOU,ATL,705,0,1000,-18,0,696
8,23,NK,273,DFW,EWR,830,94,1303,84,0,1372
